Shipment_ID,Supplier_Name,Product_Category,Import_Cost,Quantity,Shipping_Days,Expected_Days,Delay_Days,Damage_Rate,Return_Rate,Region,Month,Weather_Risk,Port_Congestion_Score,Payment_Delay,Risk_Label
SHP0432,Nashik Distributors,Pharmaceuticals,34470.48,842,8,8,0,5.26,0.93,Kolhapur,9,Low,7.0,8,Low
SHP0433,Guangzhou Exports,Pharmaceuticals,16891.83,3221,33,24,9,20.51,9.55,Thane,9,High,4.8,3,High
SHP0434,Guangzhou Exports,Pharmaceuticals,63276.16,3284,29,22,7,14.09,11.6,Amravati,10,High,1.3,0,High
SHP0435,Nashik Distributors,Textiles,28454.97,3728,11,11,0,0.0,3.9,Nashik,3,Low,9.5,11,Low
SHP0436,Delhi Import Hub,Pharmaceuticals,87558.11,3616,10,8,2,5.49,5.14,Nagpur,11,Low,10.0,9,Medium
SHP0437,Chennai Logistics,Machinery,182606.87,598,17,17,0,3.72,3.95,Amravati,7,Low,4.5,7,Low
SHP0438,Chennai Logistics,Electronics,94340.65,151,24,23,1,6.0,0.0,Kolhapur,9,High,6.6,7,Low
SHP0439,Kolkata Goods Ltd,Pharmaceuticals,33898.95,4866,15,11,4,3.51,8.02,Pune,2,High,7.8,10,Medium
SHP0440,Mumbai Port Co,Pharmaceuticals,174157.68,2866,17,16,1,6.86,6.22,Thane,11,Medium,3.4,10,Low
SHP0441,Nashik Distributors,Electronics,12305.81,2306,27,22,5,4.23,2.15,Kolhapur,10,Medium,2.3,0,Low
SHP0442,Kolkata Goods Ltd,Electronics,139650.18,453,22,17,5,6.47,11.34,Solapur,5,High,5.3,4,Medium
SHP0443,Pune Supply Chain,Machinery,65635.11,4077,18,16,2,6.65,4.09,Nagpur,4,High,7.2,11,Medium
SHP0444,Nagpur Freight,Textiles,57536.9,3464,19,17,2,7.58,3.52,Thane,4,High,6.8,0,Low
SHP0445,Kolkata Goods Ltd,Electronics,99469.76,4281,34,30,4,8.89,6.14,Nagpur,9,Medium,8.4,2,Medium
SHP0446,Chennai Logistics,Textiles,103825.08,1161,29,29,0,2.75,0.0,Nagpur,1,High,8.9,8,Medium
SHP0447,Guangzhou Exports,Machinery,53650.6,3789,16,8,8,10.63,9.38,Nashik,12,Low,9.3,1,High
SHP0448,Pune Supply Chain,Pharmaceuticals,103499.64,1064,23,21,2,9.02,0.25,Thane,6,High,1.3,5,Medium
SHP0449,Nagpur Freight,Machinery,192301.47,3937,15,12,3,9.01,5.43,Nagpur,6,High,6.0,1,Medium
SHP0450,Mumbai Port Co,Food & Agri,10352.85,456,17,16,1,1.61,5.15,Nashik,4,Low,8.7,5,Medium
SHP0451,Guangzhou Exports,Chemicals,45312.54,3404,41,28,13,14.82,8.58,Mumbai,11,High,1.2,0,High
SHP0452,Delhi Import Hub,Chemicals,38774.13,119,27,27,0,1.25,5.53,Aurangabad,5,Low,3.3,7,Low
SHP0453,Kolkata Goods Ltd,Chemicals,94504.61,1837,19,18,1,11.69,6.03,Nanded,9,Medium,3.7,5,Medium
SHP0454,Nashik Distributors,Machinery,6432.78,3115,15,10,5,4.69,1.46,Aurangabad,10,High,6.8,1,Medium
SHP0455,Mumbai Port Co,Food & Agri,17448.23,2314,22,22,0,1.84,2.58,Aurangabad,5,High,3.9,1,Low
SHP0456,Chennai Logistics,Food & Agri,34236.21,2018,13,13,0,3.23,1.55,Kolhapur,10,Low,8.2,2,Low
SHP0457,Pune Supply Chain,Chemicals,32286.25,258,30,28,2,6.33,1.82,Aurangabad,5,High,5.5,10,Low
SHP0458,Kolkata Goods Ltd,Food & Agri,148662.76,4826,24,19,5,9.06,8.42,Solapur,4,High,10.0,5,High
SHP0459,Guangzhou Exports,Food & Agri,109253.84,3947,38,28,10,15.86,8.78,Nagpur,5,High,4.2,6,High
SHP0460,Aurangabad Traders,Textiles,62287.89,3906,12,12,0,5.33,3.93,Amravati,12,Low,7.7,4,Low
SHP0461,Pune Supply Chain,Machinery,22413.47,2960,28,27,1,0.0,2.9,Kolhapur,5,Low,7.7,5,Low
SHP0462,Pune Supply Chain,Pharmaceuticals,119186.29,3849,17,15,2,1.92,6.53,Nanded,11,Low,5.2,1,Low
SHP0463,Nashik Distributors,Pharmaceuticals,97082.84,1643,12,9,3,3.28,0.71,Kolhapur,11,High,2.1,12,Low
SHP0464,Chennai Logistics,Pharmaceuticals,15542.08,1285,20,20,0,5.76,4.0,Kolhapur,6,Low,9.9,2,Low
SHP0465,Nagpur Freight,Machinery,66694.77,1527,19,11,8,6.25,5.58,Nagpur,11,Low,5.4,6,Medium
SHP0466,Shenzhen Traders,Electronics,93150.38,1765,11,7,4,14.43,9.59,Thane,3,Low,6.2,0,Medium
SHP0467,Delhi Import Hub,Electronics,89573.73,3567,32,26,6,1.01,7.07,Kolhapur,8,Medium,4.9,9,Medium
SHP0468,Shenzhen Traders,Electronics,43885.78,3106,25,24,1,10.77,5.79,Nashik,9,Low,9.0,4,Medium
SHP0469,Shenzhen Traders,Electronics,148052.63,1903,31,27,4,14.34,10.62,Nagpur,5,High,8.9,10,High
SHP0470,Kolkata Goods Ltd,Chemicals,119790.78,1418,27,23,4,8.37,3.63,Aurangabad,5,Low,8.4,1,Medium
SHP0471,Aurangabad Traders,Machinery,107202.94,3602,31,26,5,9.85,1.53,Thane,6,High,10.0,2,Medium
SHP0472,Guangzhou Exports,Textiles,189876.45,3354,19,12,7,15.84,8.38,Nagpur,12,Low,3.1,6,Medium
SHP0473,Shenzhen Traders,Food & Agri,103403.54,1058,28,25,3,11.96,9.09,Kolhapur,1,Medium,7.4,5,Medium
SHP0474,Chennai Logistics,Electronics,126511.28,4915,24,24,0,2.67,1.82,Mumbai,11,Low,7.0,3,Low
SHP0475,Mumbai Port Co,Textiles,91641.29,1062,21,20,1,8.8,4.12,Nagpur,12,High,3.3,3,Medium
SHP0476,Shenzhen Traders,Food & Agri,87069.93,877,23,16,7,11.0,10.35,Nanded,10,High,5.7,6,High
SHP0477,Delhi Import Hub,Electronics,166977.28,909,22,20,2,7.34,1.86,Aurangabad,2,High,7.5,0,Medium
SHP0478,Mumbai Port Co,Food & Agri,43736.1,1686,22,22,0,4.43,6.47,Solapur,4,Medium,8.5,13,Medium
SHP0479,Kolkata Goods Ltd,Machinery,36272.85,4540,23,16,7,10.5,3.4,Thane,12,Medium,9.2,2,Medium
SHP0480,Guangzhou Exports,Textiles,7486.13,779,12,7,5,13.14,9.66,Thane,11,Low,8.5,3,Medium
SHP0481,Mumbai Port Co,Machinery,19634.4,879,23,23,0,6.24,0.85,Aurangabad,8,Medium,6.8,5,Low
SHP0482,Nagpur Freight,Chemicals,24462.74,1481,18,8,10,4.24,0.0,Solapur,6,Low,8.7,3,Medium
SHP0483,Mumbai Port Co,Machinery,170992.95,425,15,10,5,9.88,0.54,Nagpur,11,Low,8.7,6,Medium
SHP0484,Pune Supply Chain,Electronics,191242.39,2247,21,21,0,4.68,9.29,Nagpur,6,High,1.8,0,Medium
SHP0485,Kolkata Goods Ltd,Food & Agri,192650.44,2276,25,19,6,10.4,9.17,Kolhapur,8,Medium,7.2,5,Medium
SHP0486,Delhi Import Hub,Pharmaceuticals,30839.76,530,13,10,3,4.83,5.54,Thane,10,Low,1.9,3,Low
SHP0487,Nagpur Freight,Chemicals,124208.02,2987,17,12,5,5.89,5.75,Nagpur,11,High,1.3,4,Medium
SHP0488,Nagpur Freight,Electronics,178080.82,3660,17,10,7,6.85,1.45,Solapur,11,Low,1.6,10,Low
SHP0489,Aurangabad Traders,Pharmaceuticals,117446.56,4678,30,30,0,3.04,2.81,Solapur,11,Low,9.8,10,Low
SHP0490,Aurangabad Traders,Machinery,141613.14,830,29,29,0,14.41,6.11,Thane,4,Medium,7.0,5,Medium
SHP0491,Kolkata Goods Ltd,Pharmaceuticals,168611.44,4623,16,11,5,9.86,8.04,Nagpur,11,High,1.5,7,Medium
SHP0492,Nagpur Freight,Electronics,174536.05,663,27,22,5,7.27,4.61,Aurangabad,6,Medium,3.9,4,Low
SHP0493,Aurangabad Traders,Chemicals,112346.64,3151,16,14,2,8.4,5.19,Thane,2,Medium,8.4,0,Medium
SHP0494,Nashik Distributors,Electronics,22163.87,4133,23,21,2,2.58,1.96,Mumbai,8,Medium,3.8,3,Low
SHP0495,Kolkata Goods Ltd,Food & Agri,11987.23,4548,29,20,9,11.84,5.45,Nanded,10,Low,8.4,6,High
SHP0496,Chennai Logistics,Chemicals,114654.85,3787,23,23,0,0.0,0.75,Nashik,1,Medium,4.3,8,Low
SHP0497,Pune Supply Chain,Electronics,154646.2,4964,28,24,4,6.54,5.45,Thane,6,Medium,7.4,7,Medium
SHP0498,Mumbai Port Co,Pharmaceuticals,48240.69,2846,28,28,0,5.3,4.6,Amravati,5,Medium,8.5,8,Low
SHP0499,Pune Supply Chain,Electronics,25732.83,1394,34,29,5,7.12,4.7,Kolhapur,12,Medium,2.3,9,Low
SHP0500,Chennai Logistics,Electronics,43204.69,1039,26,26,0,0.35,1.67,Solapur,4,Medium,2.9,2,Low
